Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Jul 1, 2025;Jul 2, 2025;138.36;120.06;151.71;138.28;138.28;117.62;144.86;67.60;131.08;128.73;51.76;113.61;137.19;-;133.04;136.73;134.22
Jul 2, 2025;Jul 3, 2025;103.89;98.64;120.69;103.88;103.88;93.85;111.77;64.64;99.31;114.56;54.45;105.32;112.68;-;125.29;132.02;124.39
Jul 3, 2025;Jul 4, 2025;86.47;73.47;89.60;39.30;44.04;81.49;86.98;55.97;93.19;98.22;17.66;103.57;98.13;-;121.07;110.61;105.54
Jul 4, 2025;Jul 5, 2025;79.62;71.92;75.64;68.10;68.13;72.52;76.70;56.62;97.27;100.29;24.78;101.46;49.58;-;125.96;118.93;105.75
Jul 5, 2025;Jul 6, 2025;53.86;47.61;40.63;29.47;43.63;31.27;51.77;33.20;59.28;81.27;11.66;77.03;64.47;-;120.90;85.41;78.56
Jul 6, 2025;Jul 7, 2025;73.49;66.96;74.59;70.66;70.66;31.59;80.32;61.39;74.28;81.70;22.91;88.91;79.54;-;107.45;83.77;83.61
Jul 7, 2025;Jul 8, 2025;99.97;90.85;77.83;95.38;98.74;36.78;91.68;67.06;109.45;133.42;74.19;100.34;114.45;-;118.41;113.59;123.10
Jul 8, 2025;Jul 9, 2025;90.01;83.15;84.55;89.82;89.82;37.50;89.49;67.96;93.23;110.26;53.86;101.42;96.77;-;112.96;98.23;107.23
Jul 9, 2025;Jul 10, 2025;91.80;87.07;93.13;91.80;91.81;46.06;94.98;71.47;87.24;113.68;82.49;93.79;91.33;-;105.12;88.72;93.33
Jul 10, 2025;Jul 11, 2025;90.41;84.32;90.64;90.41;90.44;67.62;91.72;68.57;88.80;92.11;66.26;90.95;90.00;-;108.11;89.40;91.97
Jul 11, 2025;Jul 12, 2025;87.88;78.06;92.01;87.88;80.03;54.43;92.54;68.24;85.65;103.87;11.17;93.38;89.41;-;115.76;98.64;95.91
Jul 12, 2025;Jul 13, 2025;72.26;63.84;70.64;67.51;47.75;57.11;73.62;58.33;70.93;108.20;7.48;68.40;72.24;-;101.36;73.19;73.57
Jul 13, 2025;Jul 14, 2025;73.49;64.27;72.65;73.49;52.63;50.24;75.98;64.96;68.61;79.33;22.00;74.79;72.27;-;106.58;70.12;71.06
Jul 14, 2025;Jul 15, 2025;98.47;88.59;86.14;98.39;98.38;53.21;96.70;77.80;98.77;119.17;38.75;102.64;104.56;-;119.11;110.71;109.68
Jul 15, 2025;Jul 16, 2025;90.82;83.21;68.31;90.82;90.82;58.20;81.44;73.49;94.44;108.13;54.15;98.82;96.68;-;122.57;100.52;100.49
Jul 16, 2025;Jul 17, 2025;95.75;87.21;79.96;95.75;95.58;64.71;92.70;78.59;96.73;102.60;55.15;98.13;99.43;-;117.06;106.10;107.58
Jul 17, 2025;Jul 18, 2025;92.61;88.57;92.73;92.13;92.12;91.23;92.97;76.63;94.58;118.93;29.98;94.68;98.30;-;116.71;102.03;101.70
Jul 18, 2025;Jul 19, 2025;100.93;94.02;98.63;100.93;100.93;92.02;100.83;82.47;98.68;106.74;51.82;99.96;101.21;-;119.07;106.42;107.83
Jul 19, 2025;Jul 20, 2025;70.14;65.71;67.53;70.14;70.62;46.25;71.54;64.72;66.63;89.24;29.94;74.86;71.35;-;116.96;84.83;83.72
Jul 20, 2025;Jul 21, 2025;71.48;63.35;73.74;70.98;71.53;20.58;74.16;64.00;66.74;79.93;37.68;65.01;72.54;-;112.77;80.84;77.00
Jul 21, 2025;Jul 22, 2025;100.23;81.14;70.36;97.30;89.30;24.34;93.79;80.06;88.74;108.72;39.00;100.82;100.17;-;119.73;112.73;109.77
Jul 22, 2025;Jul 23, 2025;78.38;73.91;73.12;78.84;78.79;59.12;77.79;72.82;79.14;91.54;22.95;93.92;85.03;-;112.83;114.67;104.40
Jul 23, 2025;Jul 24, 2025;78.25;79.94;83.89;75.99;59.24;83.37;85.29;75.26;90.12;92.62;45.95;92.11;95.48;-;117.01;149.37;129.12
Jul 24, 2025;Jul 25, 2025;102.55;94.43;91.07;100.56;102.55;74.30;96.76;84.48;100.08;111.06;77.52;100.70;99.63;-;112.82;123.95;134.81
Jul 25, 2025;Jul 26, 2025;97.43;90.30;90.68;95.75;97.05;71.08;95.27;83.94;95.81;116.90;45.97;96.06;104.81;-;113.54;167.25;136.09
Jul 26, 2025;Jul 27, 2025;91.16;80.69;81.59;88.63;88.63;46.23;87.04;78.96;91.60;104.26;41.29;87.70;91.70;-;102.42;107.41;113.63
Jul 27, 2025;Jul 28, 2025;79.43;72.89;71.92;79.43;79.43;37.04;79.88;73.95;70.55;102.35;53.54;76.50;77.23;-;72.81;78.62;92.04
Jul 28, 2025;Jul 29, 2025;94.08;79.64;80.64;69.93;80.05;41.90;88.21;79.02;93.29;102.68;59.01;89.27;92.03;-;102.27;98.91;106.86
Jul 29, 2025;Jul 30, 2025;76.95;63.03;74.27;58.39;40.37;42.18;76.48;63.56;80.82;86.41;13.02;78.84;79.01;-;98.67;91.84;91.41
Jul 30, 2025;Jul 31, 2025;75.95;67.89;72.28;71.84;50.97;48.72;74.68;67.51;75.42;89.40;38.63;80.39;76.95;-;109.04;89.68;91.37
Jul 31, 2025;Aug 1, 2025;85.52;78.96;84.01;85.05;72.56;64.74;85.49;75.95;84.79;99.38;48.86;81.98;85.78;-;104.42;91.75;93.57
Aug 1, 2025;Aug 2, 2025;93.19;87.05;84.25;93.19;93.19;64.79;90.77;82.51;88.13;101.04;79.59;90.68;89.43;-;110.85;93.67;102.83
Aug 2, 2025;Aug 3, 2025;67.15;64.96;59.26;67.22;67.58;42.79;65.71;63.70;65.24;83.01;62.92;71.00;66.12;-;109.63;67.30;73.11
Aug 3, 2025;Aug 4, 2025;42.25;44.76;40.31;42.50;41.61;30.48;42.49;47.86;40.81;84.80;38.75;42.83;39.86;-;87.65;43.60;53.32
Aug 4, 2025;Aug 5, 2025;63.46;62.11;57.62;47.39;58.47;47.01;61.73;57.05;64.02;98.99;54.11;71.26;65.62;-;111.91;75.34;85.46
Aug 5, 2025;Aug 6, 2025;36.05;29.94;22.28;-0.09;5.53;12.10;31.83;18.88;43.88;95.53;0.38;55.28;43.75;-;105.40;58.03;60.95
Aug 6, 2025;Aug 7, 2025;61.94;49.50;58.96;21.55;30.44;49.43;63.33;33.79;60.99;76.77;2.63;83.78;62.81;-;107.78;71.16;71.50
Aug 7, 2025;Aug 8, 2025;71.79;64.01;61.54;70.00;71.40;53.45;68.10;59.91;65.65;81.10;25.28;78.14;69.60;-;110.98;70.57;73.00
Aug 8, 2025;Aug 9, 2025;76.16;70.30;67.52;75.72;76.03;53.86;75.52;66.09;68.62;97.20;41.47;76.35;74.87;-;106.90;81.18;77.96
Aug 9, 2025;Aug 10, 2025;61.42;54.85;48.31;60.32;62.70;38.06;59.22;49.61;61.17;74.66;20.41;66.20;62.67;-;102.73;69.12;73.70
Aug 10, 2025;Aug 11, 2025;46.80;44.19;44.60;50.12;51.25;33.01;47.32;49.71;45.22;47.55;17.35;52.59;47.33;-;101.29;51.35;49.46
Aug 11, 2025;Aug 12, 2025;84.48;77.82;71.45;84.53;84.65;52.11;83.02;79.23;80.92;88.38;70.18;77.13;84.38;-;115.32;85.45;85.58
Aug 12, 2025;Aug 13, 2025;84.95;84.57;82.95;85.02;85.12;79.84;83.82;81.72;79.72;94.20;84.22;86.67;87.04;-;113.10;95.60;90.86
Aug 13, 2025;Aug 14, 2025;99.83;97.22;99.58;99.83;100.00;96.56;99.25;90.17;91.99;99.17;100.00;96.98;95.90;-;117.60;95.02;100.15
Aug 14, 2025;Aug 15, 2025;105.06;100.96;97.49;104.99;105.05;89.68;103.68;91.28;102.41;109.60;102.80;98.42;105.17;-;114.51;105.99;108.77
Aug 15, 2025;Aug 16, 2025;73.61;70.46;68.94;69.62;72.13;57.97;73.20;66.95;71.55;75.46;69.82;76.04;73.38;-;109.14;72.92;73.21
Aug 16, 2025;Aug 17, 2025;60.93;59.14;58.40;60.08;60.73;47.26;62.11;60.03;63.28;65.21;43.84;66.75;62.81;-;113.08;65.92;78.85
Aug 17, 2025;Aug 18, 2025;64.05;60.19;60.58;64.51;64.19;40.96;66.19;63.96;61.44;64.55;50.51;62.05;63.16;-;104.78;61.08;63.04
Aug 18, 2025;Aug 19, 2025;91.53;88.96;85.41;91.39;92.13;69.97;87.23;82.72;90.07;109.51;91.00;87.37;91.77;-;109.42;90.13;91.34
Aug 19, 2025;Aug 20, 2025;82.39;83.13;76.08;82.31;82.32;71.24;77.88;76.66;86.66;101.81;77.94;93.19;88.32;-;102.34;92.46;91.94
Aug 20, 2025;Aug 21, 2025;91.01;86.56;81.74;89.40;89.49;64.11;86.05;86.45;89.43;92.34;85.46;96.40;91.23;-;109.63;89.80;90.68
Aug 21, 2025;Aug 22, 2025;92.68;86.79;75.36;91.24;92.52;32.73;86.33;88.65;96.54;104.16;92.35;97.90;96.89;-;107.81;96.52;98.82
Aug 22, 2025;Aug 23, 2025;73.69;74.47;84.77;63.96;71.69;50.72;85.23;77.57;72.16;78.57;72.32;88.75;73.39;-;104.14;71.62;73.24
Aug 23, 2025;Aug 24, 2025;67.88;67.22;68.97;68.13;66.64;63.19;69.17;67.88;68.55;74.81;59.10;65.54;67.46;-;99.06;68.66;70.74
Aug 24, 2025;Aug 25, 2025;63.05;61.88;63.00;63.76;63.61;57.39;63.51;63.77;62.85;62.08;56.03;62.68;62.02;-;96.37;62.33;61.41
Aug 25, 2025;Aug 26, 2025;89.09;85.60;85.00;88.99;89.00;75.93;86.44;87.37;87.39;89.27;82.18;81.50;88.53;-;115.74;87.53;88.03
Aug 26, 2025;Aug 27, 2025;99.79;96.20;86.92;101.28;103.48;76.94;91.85;97.59;97.96;106.47;102.75;92.83;100.13;-;115.00;98.26;97.17
Aug 27, 2025;Aug 28, 2025;104.62;101.23;96.57;104.90;107.66;87.50;99.35;98.63;102.56;106.82;107.50;97.46;104.63;-;117.66;101.64;99.97
Aug 28, 2025;Aug 29, 2025;115.89;98.29;88.76;115.92;116.47;58.88;99.73;102.83;69.67;100.24;115.67;111.68;101.32;-;122.06;81.97;83.60
Aug 29, 2025;Aug 30, 2025;94.12;87.59;69.53;94.34;97.72;35.26;84.02;89.57;96.02;111.77;97.10;89.77;98.37;-;115.10;95.99;96.03
Aug 30, 2025;Aug 31, 2025;70.20;68.81;54.45;68.89;72.58;35.57;64.62;66.52;72.06;102.05;72.27;75.65;72.25;-;88.83;74.98;73.75
Aug 31, 2025;Sep 1, 2025;57.62;55.53;37.78;56.67;59.41;18.88;53.38;54.37;56.05;99.91;59.20;57.04;58.20;-;82.94;55.82;57.28
Sep 1, 2025;Sep 2, 2025;101.46;88.22;68.20;99.99;101.10;33.46;84.37;80.25;98.03;106.76;99.46;96.92;101.92;-;109.89;99.89;101.48
Sep 2, 2025;Sep 3, 2025;122.09;99.98;71.78;121.42;122.68;28.09;90.98;82.97;114.29;126.15;120.95;99.64;120.88;-;109.72;110.76;112.73
Sep 3, 2025;Sep 4, 2025;65.67;67.92;39.81;59.63;69.04;18.49;61.35;56.82;79.35;121.47;69.03;91.10;80.98;-;103.74;84.80;94.00
Sep 4, 2025;Sep 5, 2025;87.61;77.87;54.51;80.50;81.69;30.64;69.60;54.63;96.57;114.57;75.04;104.34;94.49;-;109.54;99.13;102.29
Sep 5, 2025;Sep 6, 2025;99.92;93.17;84.37;99.92;99.91;56.70;93.14;76.66;100.63;111.75;96.86;103.08;101.88;-;108.14;102.72;110.76
Sep 6, 2025;Sep 7, 2025;75.45;69.21;53.17;75.51;75.94;20.94;69.29;61.17;75.57;111.59;66.63;76.24;75.21;-;92.66;78.40;89.59
Sep 7, 2025;Sep 8, 2025;42.13;45.40;24.34;44.39;53.43;13.24;38.66;40.98;45.08;94.97;46.97;50.26;47.11;-;92.54;46.81;53.02
Sep 8, 2025;Sep 9, 2025;123.56;110.39;99.73;116.00;123.64;66.02;118.99;81.13;123.98;135.61;119.46;104.19;125.50;-;117.32;124.70;130.57
Sep 9, 2025;Sep 10, 2025;142.45;121.09;104.10;141.33;142.29;51.58;134.90;86.82;139.13;137.90;136.31;117.62;140.01;-;114.49;138.86;148.86
Sep 10, 2025;Sep 11, 2025;125.95;100.72;84.16;122.10;124.35;13.86;115.45;68.23;121.42;124.88;95.18;112.14;126.13;-;119.70;119.80;128.48
Sep 11, 2025;Sep 12, 2025;72.18;67.96;38.55;62.46;72.38;10.10;65.71;48.83;92.25;120.03;46.91;101.87;88.52;-;113.00;105.49;128.20
Sep 12, 2025;Sep 13, 2025;54.13;59.09;32.87;39.13;48.07;18.19;47.40;35.67;91.03;110.44;41.99;99.24;85.93;-;112.97;100.33;112.53
Sep 13, 2025;Sep 14, 2025;60.96;56.89;35.49;42.37;60.88;9.69;54.57;36.91;66.24;120.66;39.75;91.29;67.89;-;100.87;66.85;70.22
Sep 14, 2025;Sep 15, 2025;71.72;62.94;41.02;70.59;72.85;15.07;64.44;56.57;66.43;102.02;56.80;72.87;73.72;-;83.37;65.57;71.11
Sep 15, 2025;Sep 16, 2025;8.83;36.09;4.24;3.05;12.99;3.38;8.99;13.99;67.98;98.17;13.70;96.35;74.13;-;110.73;74.58;101.97
Sep 16, 2025;Sep 17, 2025;19.52;46.81;24.35;4.00;24.35;26.75;26.98;26.12;90.63;75.40;20.19;94.84;101.34;-;108.78;108.29;125.80
Sep 17, 2025;Sep 18, 2025;75.34;72.10;76.15;32.63;68.02;59.35;82.66;60.55;77.81;97.40;61.04;98.36;79.10;-;109.34;80.79;89.49
Sep 18, 2025;Sep 19, 2025;65.73;66.37;59.50;31.18;63.01;51.39;63.18;50.15;73.34;125.28;49.85;88.33;74.87;-;111.68;74.73;79.51
Sep 19, 2025;Sep 20, 2025;96.48;79.69;84.15;53.71;94.55;53.57;94.93;55.50;96.28;110.53;32.71;104.54;96.10;-;115.90;93.96;96.40
Sep 20, 2025;Sep 21, 2025;58.71;52.81;49.03;59.33;59.50;20.00;58.36;50.05;58.98;73.07;13.85;79.79;58.98;-;106.08;63.17;65.89
Sep 21, 2025;Sep 22, 2025;32.18;29.16;28.68;8.90;29.44;15.90;31.99;23.47;29.61;36.29;5.28;80.88;30.38;-;98.96;30.77;35.46
Sep 22, 2025;Sep 23, 2025;97.50;75.65;66.71;41.68;94.88;13.12;91.82;70.76;100.55;117.39;31.92;101.73;101.54;-;115.30;92.33;95.35
Sep 23, 2025;Sep 24, 2025;103.09;91.87;94.35;103.09;102.94;14.16;102.77;74.65;107.57;135.34;61.45;104.37;109.86;-;115.77;110.98;122.20
Sep 24, 2025;Sep 25, 2025;79.19;78.63;67.72;79.19;83.20;31.59;74.98;69.79;103.64;98.36;79.59;99.26;77.64;-;113.42;103.11;111.87
Sep 25, 2025;Sep 26, 2025;81.81;82.68;77.29;81.84;81.90;62.78;75.90;71.88;98.89;81.94;80.86;102.32;93.88;-;105.98;99.43;99.31
Sep 26, 2025;Sep 27, 2025;94.96;89.66;92.78;64.44;92.47;86.77;94.10;76.24;102.09;83.81;85.06;110.37;98.14;-;108.08;101.59;100.09
Sep 27, 2025;Sep 28, 2025;92.80;81.12;79.36;81.04;89.83;54.16;88.04;69.77;93.82;93.37;52.62;97.47;92.90;-;105.09;93.69;94.18
Sep 28, 2025;Sep 29, 2025;87.18;75.13;73.82;86.87;86.91;46.58;83.20;65.37;85.08;88.90;39.92;84.51;85.32;-;91.45;87.03;100.17
Sep 29, 2025;Sep 30, 2025;130.57;109.34;99.34;130.29;130.39;58.34;119.48;81.56;131.53;131.44;82.41;109.57;128.38;-;108.49;130.97;136.17
Sep 30, 2025;Oct 1, 2025;136.17;114.62;98.56;135.39;136.06;60.32;123.26;74.16;140.74;140.77;102.91;114.85;133.77;-;111.66;150.20;150.33
Oct 1, 2025;Oct 2, 2025;116.57;105.32;100.17;116.03;116.59;63.77;111.34;70.35;120.75;124.37;106.84;110.85;117.49;-;116.96;121.57;123.44
Oct 2, 2025;Oct 3, 2025;102.70;94.51;84.85;97.04;103.07;57.56;95.35;67.61;111.14;113.65;101.44;101.72;106.16;-;108.17;111.01;112.86
Oct 3, 2025;Oct 4, 2025;66.76;69.66;59.52;29.00;66.39;46.58;72.35;47.64;92.78;113.57;59.03;98.40;81.03;-;101.06;92.76;94.83
Oct 4, 2025;Oct 5, 2025;-0.29;25.02;0.16;-0.04;0.56;4.62;-1.11;4.07;83.68;60.46;0.53;91.55;30.78;-;96.98;91.73;102.70
Oct 5, 2025;Oct 6, 2025;1.73;21.47;7.48;2.07;4.44;9.41;7.51;4.43;61.16;29.66;4.36;73.47;32.21;-;78.23;62.28;73.49
Oct 6, 2025;Oct 7, 2025;86.18;86.05;82.50;81.42;85.83;69.74;83.81;62.94;107.03;92.46;87.00;99.66;94.18;-;101.44;113.14;134.88
Oct 7, 2025;Oct 8, 2025;137.96;120.48;117.72;135.14;137.74;89.03;129.99;79.63;137.18;140.30;108.44;111.56;138.54;-;116.74;136.75;138.18
Oct 8, 2025;Oct 9, 2025;117.58;106.71;109.84;116.67;117.28;95.45;115.00;71.14;117.92;124.32;74.23;114.54;117.38;-;118.81;118.14;120.51
Oct 9, 2025;Oct 10, 2025;104.91;94.08;99.27;85.61;88.17;83.48;102.19;65.14;111.00;112.70;68.04;114.45;104.79;-;124.59;116.71;129.09
Oct 10, 2025;Oct 11, 2025;96.41;80.20;93.97;63.74;63.46;83.05;95.17;56.48;102.33;93.85;29.19;107.75;93.24;-;119.77;110.32;132.63
Oct 11, 2025;Oct 12, 2025;90.69;79.74;91.52;76.48;76.06;68.48;96.32;63.27;92.13;103.38;24.14;94.01;91.38;-;100.28;92.30;92.94
Oct 12, 2025;Oct 13, 2025;89.19;77.61;83.95;83.11;82.75;60.08;89.73;67.71;92.51;94.71;18.04;92.24;88.89;-;104.84;94.24;102.01
Oct 13, 2025;Oct 14, 2025;139.05;119.60;109.55;137.18;138.93;78.52;126.46;76.35;140.91;136.67;114.18;121.71;135.10;-;123.46;147.93;172.15
Oct 14, 2025;Oct 15, 2025;156.14;141.48;120.86;155.85;167.56;95.11;144.58;97.61;162.23;164.87;168.83;121.51;157.23;-;124.33;167.06;190.63
Oct 15, 2025;Oct 16, 2025;145.72;126.41;117.20;136.44;145.35;89.86;131.26;72.95;157.54;145.95;126.35;124.70;142.88;-;127.96;162.14;185.23
Oct 16, 2025;Oct 17, 2025;100.00;98.33;95.55;93.29;98.43;86.40;96.26;68.14;114.27;115.22;93.89;117.74;102.49;-;122.09;116.70;126.45
Oct 17, 2025;Oct 18, 2025;104.41;101.41;100.39;101.89;103.79;91.51;101.94;71.16;114.83;122.44;85.29;114.55;107.74;-;117.19;117.14;124.88
Oct 18, 2025;Oct 19, 2025;95.74;89.72;88.90;95.53;95.59;75.89;92.26;74.06;105.82;93.95;69.17;102.98;92.81;-;111.23;108.71;121.13
Oct 19, 2025;Oct 20, 2025;75.35;73.20;63.34;69.45;74.12;34.19;69.85;62.74;90.53;100.10;63.57;96.83;80.43;-;101.45;93.23;100.64
Oct 20, 2025;Oct 21, 2025;82.26;76.56;63.65;66.70;71.22;32.81;78.03;62.86;109.41;94.33;58.55;114.41;90.23;-;121.90;120.26;161.16
Oct 21, 2025;Oct 22, 2025;67.81;72.51;59.91;58.68;59.24;56.66;65.00;56.28;124.96;85.98;27.11;116.90;86.90;-;128.40;128.29;152.24
Oct 22, 2025;Oct 23, 2025;125.07;105.31;106.82;109.69;114.98;67.07;115.81;69.34;134.61;136.15;49.61;124.81;129.46;-;128.53;134.99;137.59
Oct 23, 2025;Oct 24, 2025;82.27;81.48;62.78;80.60;85.62;10.45;83.39;70.91;111.85;115.06;64.71;114.91;96.04;-;119.49;109.83;112.14
Oct 24, 2025;Oct 25, 2025;32.32;60.86;35.24;38.02;38.01;37.42;35.86;38.37;98.39;109.23;37.12;104.45;97.38;-;106.02;92.00;98.85
Oct 25, 2025;Oct 26, 2025;11.22;38.38;14.57;12.23;11.58;17.32;15.33;21.25;89.87;83.32;11.17;98.90;46.68;-;97.28;80.19;99.39
Oct 26, 2025;Oct 27, 2025;6.52;33.59;14.55;12.29;11.22;16.06;16.08;19.61;77.12;53.32;10.76;75.19;63.25;-;85.97;65.54;73.98
Oct 27, 2025;Oct 28, 2025;68.40;75.71;60.11;68.77;69.08;47.66;66.77;59.97;105.42;96.51;70.23;104.05;84.20;-;106.49;102.30;115.51
Oct 28, 2025;Oct 29, 2025;66.67;75.83;62.91;67.57;72.94;56.17;66.96;62.57;100.20;87.80;73.47;106.90;76.67;-;110.69;100.18;119.16
Oct 29, 2025;Oct 30, 2025;87.72;90.66;86.66;84.50;87.35;83.40;89.42;72.59;99.91;102.15;86.36;109.87;95.05;-;114.61;99.12;100.41
Oct 30, 2025;Oct 31, 2025;69.41;76.16;68.91;70.03;69.92;53.26;78.57;64.03;103.74;92.98;47.91;105.52;82.86;-;117.25;101.83;103.92
Oct 31, 2025;Nov 1, 2025;93.24;83.57;66.94;82.55;92.46;22.31;83.91;65.04;106.69;115.06;72.43;108.93;102.99;-;124.50;114.87;131.90
Nov 1, 2025;Nov 2, 2025;47.63;51.06;38.43;40.55;41.96;27.12;43.48;40.01;75.10;70.41;26.18;91.45;66.95;-;104.75;73.47;83.76
Nov 2, 2025;Nov 3, 2025;85.91;74.64;66.66;77.55;82.13;25.10;75.54;61.46;94.81;106.74;49.08;89.63;92.40;-;104.11;93.87;93.54
Nov 3, 2025;Nov 4, 2025;78.29;78.12;64.63;69.89;75.82;46.19;75.25;60.91;90.73;127.34;61.09;96.99;90.48;-;110.41;100.76;128.17
Nov 4, 2025;Nov 5, 2025;73.55;63.68;53.42;50.83;59.79;20.95;70.10;46.21;89.93;110.65;8.98;102.39;87.28;-;105.24;99.81;127.57
Nov 5, 2025;Nov 6, 2025;93.43;77.13;69.71;80.40;89.15;21.47;84.61;65.56;101.26;106.06;26.39;109.58;94.22;-;112.88;106.63;126.43
Nov 6, 2025;Nov 7, 2025;106.21;92.77;97.35;104.04;106.02;62.30;101.04;69.90;107.81;109.92;43.00;115.12;104.03;-;115.45;113.65;132.87
Nov 7, 2025;Nov 8, 2025;110.80;97.12;92.24;108.76;110.57;66.64;103.53;70.11;110.27;112.69;67.93;115.17;110.40;-;116.35;114.17;124.14
Nov 8, 2025;Nov 9, 2025;106.46;93.48;92.22;106.15;106.45;56.09;99.55;68.16;110.83;110.93;62.45;108.10;107.33;-;109.91;112.06;112.66
Nov 9, 2025;Nov 10, 2025;99.00;90.28;89.13;98.94;98.92;60.37;93.52;68.31;105.47;109.98;60.35;105.21;102.93;-;107.57;105.82;105.58
Nov 10, 2025;Nov 11, 2025;109.89;101.57;82.78;108.56;112.50;49.13;97.57;71.19;121.85;135.44;98.06;118.94;121.26;-;115.62;122.69;126.13
Nov 11, 2025;Nov 12, 2025;96.89;85.87;71.19;86.53;89.17;22.82;85.93;67.62;116.22;111.12;76.26;113.70;104.04;-;113.88;112.28;113.15
Nov 12, 2025;Nov 13, 2025;80.32;72.33;67.28;53.98;48.87;21.23;73.10;55.42;118.75;118.13;28.97;114.29;95.63;-;114.18;121.96;137.21
Nov 13, 2025;Nov 14, 2025;69.85;67.92;64.28;59.10;43.79;31.59;75.79;51.19;123.38;68.85;27.35;113.29;88.54;-;125.16;126.42;139.40
Nov 14, 2025;Nov 15, 2025;106.73;93.29;80.31;97.27;100.12;26.00;93.34;73.71;121.59;126.14;76.56;115.69;115.47;-;115.77;122.92;132.01
Nov 15, 2025;Nov 16, 2025;90.70;82.13;77.19;80.71;82.10;31.28;83.00;72.82;109.99;113.38;44.99;109.29;98.63;-;111.68;111.23;116.47
Nov 16, 2025;Nov 17, 2025;101.44;88.30;85.00;92.75;92.93;36.92;91.49;78.90;109.20;106.65;68.01;105.68;103.78;-;111.32;109.65;108.63
Nov 17, 2025;Nov 18, 2025;94.71;93.05;89.51;86.63;88.30;63.59;84.49;84.44;104.72;118.04;85.98;114.98;102.83;-;108.79;105.40;106.79
Nov 18, 2025;Nov 19, 2025;101.97;104.16;99.11;102.52;107.25;88.06;99.62;99.06;108.84;110.28;108.30;117.51;105.22;-;116.72;108.27;108.53
Nov 19, 2025;Nov 20, 2025;102.53;110.12;98.74;104.96;120.75;87.58;99.64;99.66;122.75;124.91;120.23;121.80;110.30;-;120.51;119.57;120.27
Nov 20, 2025;Nov 21, 2025;125.99;123.81;116.63;125.29;125.43;102.19;122.61;121.83;132.15;138.09;124.89;123.56;129.19;-;131.94;131.60;133.32
Nov 21, 2025;Nov 22, 2025;146.48;140.74;133.62;145.70;144.99;112.72;141.46;140.61;146.60;148.39;144.53;142.33;147.15;-;138.21;145.71;147.47
Nov 22, 2025;Nov 23, 2025;91.25;91.52;91.38;80.47;73.07;86.16;88.12;79.09;103.42;131.73;54.34;116.73;102.23;-;117.17;105.07;108.65
Nov 23, 2025;Nov 24, 2025;71.43;80.88;71.77;64.61;56.52;69.91;72.71;69.82;99.40;123.40;56.28;116.56;88.74;-;109.27;96.33;99.96
Nov 24, 2025;Nov 25, 2025;132.36;130.21;111.33;126.70;135.44;77.94;122.12;102.77;148.21;190.30;139.79;125.91;151.76;-;137.77;150.61;161.30
Nov 25, 2025;Nov 26, 2025;220.52;183.30;108.05;207.79;224.06;70.00;147.57;176.43;206.65;257.75;223.37;167.32;227.31;-;152.25;200.88;225.82
Nov 26, 2025;Nov 27, 2025;161.52;148.51;132.84;161.52;161.53;96.32;151.69;138.34;159.13;138.29;160.93;171.42;161.63;-;152.70;158.63;160.63
Nov 27, 2025;Nov 28, 2025;91.18;92.14;89.29;72.65;67.78;83.93;83.48;70.99;109.63;135.27;68.14;122.01;110.40;-;120.94;110.98;116.40
Nov 28, 2025;Nov 29, 2025;85.05;83.75;81.90;58.68;46.30;78.10;81.24;62.23;117.29;128.92;35.20;116.60;114.76;-;122.80;115.18;119.61
Nov 29, 2025;Nov 30, 2025;90.19;84.42;86.97;72.68;69.01;73.81;87.59;68.73;108.21;121.38;16.63;114.78;108.87;-;114.28;108.77;111.04
Nov 30, 2025;Dec 1, 2025;84.15;80.37;82.71;60.01;50.14;78.33;82.82;65.55;106.40;110.34;37.67;108.80;101.30;-;109.83;102.81;102.87
Dec 1, 2025;Dec 2, 2025;93.43;100.25;89.75;70.41;60.01;77.99;82.97;70.29;135.08;202.77;56.30;124.21;132.97;-;131.03;139.54;154.40
Dec 2, 2025;Dec 3, 2025;100.37;103.25;91.93;82.07;78.21;83.13;86.00;70.94;139.65;166.91;66.06;130.97;139.85;-;133.41;138.51;145.88
Dec 3, 2025;Dec 4, 2025;164.81;134.88;119.00;144.87;162.80;89.92;132.38;90.74;164.72;168.89;104.19;139.70;166.47;-;145.46;160.88;164.93
Dec 4, 2025;Dec 5, 2025;124.86;114.85;101.82;122.68;123.80;76.17;97.59;92.81;131.52;141.59;111.17;133.67;130.50;-;131.86;129.87;132.31
Dec 5, 2025;Dec 6, 2025;133.29;119.10;107.88;130.50;138.94;80.01;115.46;77.41;131.54;136.33;120.01;138.47;133.52;-;132.43;130.28;132.79
